country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Nigeria,25,90840970,12938593,14556980,927799,53602,38101,18062,17306,18863,31130,36748,34791,34523,38298,68723,51103,61143,98333,59476,95625,241510,164243,120317,132691,132448,144179,114437,147405
Nigeria,30,90840970,10048743,10934423,927799,43386,32346,13380,14645,13281,26167,24573,27471,25291,32782,53890,34972,43436,68637,40928,72189,171045,119822,86895,99200,97194,106190,85267,105645
Nigeria,50,90840970,4725133,4488681,927799,19224,17811,5434,8339,6290,13137,10422,12815,11188,18422,25996,15822,16517,25686,14114,29448,55876,44347,33478,40594,36845,39952,34477,36253
Nigeria,75,90840970,315628,359040,927799,3461,1840,520,676,555,1090,773,995,717,1351,2017,766,232,812,175,378,1325,633,573,1243,954,1329,1526,1190
North Korea,0,12270649,12270649,12270649,288448,12495,5791,7761,12376,17903,13772,14275,20036,13839,20072,5770,17975,5653,12331,12180,12276,9310,8275,34177,19212,17696,11151,12658,20179
North Korea,10,12270649,5869579,5861377,288448,12168,5568,7583,11868,17294,13204,13829,19428,13500,19588,5596,17313,5211,11489,11592,11805,8863,7917,29467,15882,14717,9609,10731,13273
North Korea,15,12270649,5606970,5497860,288448,12094,5496,7514,11693,17054,13022,13687,19250,13399,19416,5536,17096,5146,11312,11378,11698,8763,7846,28774,15488,14357,9422,10519,12779
North Korea,20,12270649,5500407,5395134,288448,12035,5448,7467,11571,16897,12804,13556,19111,13320,19304,5505,16986,5124,11243,11284,11657,8724,7823,28516,15329,14219,9342,10436,12580
North Korea,25,12270649,5373585,5189985,288448,11969,5387,7394,11422,16653,12642,13367,18890,13189,19130,5460,16819,5085,11137,11146,11587,8644,7757,28081,15086,13996,9215,10306,12349
North Korea,30,12270649,5195566,4995618,288448,11944,5357,7348,11357,16524,12579,13288,18782,13113,19014,5422,16681,5022,10941,10852,11488,8521,7692,27492,14775,13742,9047,10119,12018
North Korea,50,12270649,4093562,3360679,288448,10505,4396,6085,9311,13038,10595,10891,15610,11004,15910,4649,13862,4361,8949,7357,9927,7266,6598,19579,12191,11605,7702,8698,9746
North Korea,75,12270649,917015,689979,288448,3634,1411,2084,2919,3827,4262,3714,4645,3570,4893,2096,4380,1128,1988,1059,2405,2026,1531,2862,2383,2781,1923,2397,2571
Norway,0,32512056,32512056,32512056,476084,22565,26814,14919,34056,25064,40879,31990,33979,23447,40286,32913,30316,34503,40500,37661,63114,60622,63518,67238,71836,66629,70135,60567,69243
Norway,10,32512056,12814173,14991700,476084,22497,26696,14854,33899,24998,40764,31923,33889,23372,40187,32809,30061,33357,39461,36876,60634,58463,59882,65262,69015,64477,67879,58486,66928
Norway,15,32512056,12248933,14173806,476084,22470,26667,14839,33839,24970,40717,31889,33860,23350,40161,32790,30009,33222,39320,36775,60392,58228,59580,65056,68729,64232,67624,58267,66664
Norway,20,32512056,12155482,13989512,476084,22458,26652,14828,33816,24953,40694,31866,33846,23332,40145,32783,29994,33198,39286,36747,60329,58164,59499,65000,68655,64172,67562,58206,66596
Norway,25,32512056,11977749,13528478,476084,22453,26646,14821,33765,24933,40669,31852,33830,23326,40137,32778,29979,33143,39229,36696,60226,58059,59396,64916,68543,64080,67466,58111,66469
Norway,30,32512056,11739515,13054556,476084,22446,26635,14818,33742,24919,40649,31841,33815,23317,40129,32769,29947,33069,39149,36639,60082,57917,59220,64784,68362,63938,67305,57971,66325
Norway,50,32512056,9807522,10628751,476084,22172,26361,14665,33071,24617,40118,31579,33544,23108,39864,32610,29536,32066,38071,35712,58147,55991,57172,63036,66025,61982,65261,56232,64326
Norway,75,32512056,6246630,6739135,476084,20158,24297,13649,30196,23086,37190,29743,31758,21835,37762,31475,27843,26980,32175,30723,48681,46465,47355,52959,53566,51277,54472,47155,53850
Oman,0,30914206,30914206,30914206,1548,4,1,0,3,3,3,5,15,3,1,12,18,15,7,0,0,0,0,0,0,0,0,10,5
Oman,10,30914206,1226,632,1548,1,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,15,30914206,186,211,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,20,30914206,13,3,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,25,30914206,2,1,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,30,30914206,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,50,30914206,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,75,30914206,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,79238100,79238100,79238100,116695,206,338,638,1154,972,1343,1182,1083,1022,743,494,346,233,172,5,0,237,124,125,130,98,88,2168,4495
Pakistan,10,79238100,1161443,668605,116695,194,320,607,1109,932,1288,1112,1018,921,705,461,241,75,45,3,0,205,85,94,89,71,57,229,221
Pakistan,15,79238100,916520,567677,116695,193,317,602,1097,920,1279,1099,1005,895,701,457,235,67,39,3,0,197,81,88,80,66,52,185,176
Pakistan,20,79238100,866405,549706,116695,193,313,598,1091,914,1269,1092,1001,887,696,454,232,65,38,3,0,196,79,86,78,65,49,176,161
Pakistan,25,79238100,748306,443240,116695,191,311,593,1089,911,1263,1085,997,882,692,451,227,62,36,2,0,193,77,83,73,61,47,158,125
Pakistan,30,79238100,681137,427270,116695,191,310,592,1088,911,1262,1084,995,879,690,448,223,58,34,2,0,186,74,79,67,57,45,142,114
Pakistan,50,79238100,471768,246789,116695,173,268,526,983,800,1119,961,886,783,635,408,189,32,23,1,0,153,59,63,53,41,30,90,68
Pakistan,75,79238100,244635,112721,116695,104,173,335,552,407,585,492,512,422,411,268,128,10,10,0,0,75,21,27,21,11,15,32,25
Palestine,0,622005,622005,622005,1697,10,8,8,14,7,8,5,5,7,9,3,10,30,23,3,3,11,5,1,1,0,0,128,230
Palestine,10,622005,1652,1737,1697,3,4,3,4,1,2,2,3,2,3,1,2,1,4,0,0,3,3,0,0,0,0,0,2
Palestine,15,622005,1258,1261,1697,2,3,3,1,0,1,1,2,2,2,0,0,1,3,0,0,3,3,0,0,0,0,0,2
Palestine,20,622005,1135,1186,1697,2,3,3,1,0,1,1,2,1,1,0,0,0,3,0,0,3,2,0,0,0,0,0,2
Palestine,25,622005,733,929,1697,2,2,1,1,0,1,1,2,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1
Palestine,30,622005,615,853,1697,2,2,1,1,0,1,1,2,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1
Palestine,50,622005,273,223,1697,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Palestine,75,622005,73,93,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,7545263,7545263,7545263,84310,18485,19520,11468,17087,12586,34951,20958,40662,37795,15572,23392,17594,14809,15237,11126,18087,32987,30030,36923,29434,26462,18744,28027,23657
Panama,10,7545263,5976336,5775600,84310,18371,19347,11372,16966,12486,34611,20795,40271,37402,15506,23245,17240,14236,14332,10738,17612,31635,28690,34929,28018,25059,17808,25967,22144
Panama,15,7545263,5905831,5710883,84310,18346,19315,11352,16940,12466,34552,20762,40204,37323,15490,23218,17202,14185,14264,10692,17528,31421,28466,34630,27802,24860,17667,25687,21945
Panama,20,7545263,5841280,5686684,84310,18315,19272,11327,16910,12443,34483,20723,40117,37228,15472,23188,17163,14134,14192,10654,17463,31240,28278,34395,27631,24690,17551,25469,21793
Panama,25,7545263,5797744,5642521,84310,18294,19245,11311,16885,12427,34425,20697,40051,37154,15458,23166,17136,14104,14153,10631,17433,31147,28182,34266,27542,24599,17489,25339,21709
Panama,30,7545263,5734588,5579851,84310,18268,19206,11285,16852,12395,34343,20658,39956,37044,15436,23131,17095,14061,14086,10592,17379,30970,28013,34034,27379,24432,17364,25115,21553
Panama,50,7545263,5488680,5210990,84310,17875,18723,10993,16449,12113,33376,20151,38960,35880,15235,22770,16705,13822,13750,10380,17083,30066,27149,32827,26563,23616,16789,24038,20823
Panama,75,7545263,5002680,4744734,84310,16269,16322,9646,14735,11124,29296,17807,35176,31620,14366,21265,15211,13075,12696,9675,16133,27156,24367,29143,23955,21162,15045,21042,18748
Papua New Guinea,0,46361062,46361062,46361062,266145,36302,54850,31915,58919,39187,56742,49347,71368,49416,69053,53424,73940,59129,108911,186089,182577,121768,120277,97786,80860,79115,148514,87906,89593
Papua New Guinea,10,46361062,43688903,43701748,266145,36077,54683,31851,58501,39083,56493,49232,71163,49296,68859,53152,73483,57237,106333,182073,179104,118531,118464,95748,78948,77126,143162,84531,83904
Papua New Guinea,15,46361062,43408478,43379833,266145,36054,54647,31832,58437,39058,56457,49205,71121,49267,68824,53112,73433,57055,106135,181735,178792,118251,118313,95577,78786,76970,142834,84273,83442
Papua New Guinea,20,46361062,43270083,43307411,266145,36037,54622,31822,58400,39045,56431,49188,71094,49249,68801,53089,73400,56928,105975,181437,178463,118019,118177,95436,78660,76849,142560,84099,83046
Papua New Guinea,25,46361062,43139305,43142450,266145,36025,54601,31815,58366,39035,56412,49176,71071,49232,68784,53070,73374,56829,105870,181240,178271,117827,118090,95344,78580,76757,142388,83983,82706
Papua New Guinea,30,46361062,42920264,42919728,266145,36004,54576,31805,58330,39021,56388,49161,71045,49211,68761,53046,73334,56669,105663,180806,177925,117508,117937,95136,78440,76611,142079,83765,82210
Papua New Guinea,50,46361062,41975225,41700524,266145,35783,54206,31678,57810,38818,56114,48949,70675,48949,68481,52800,73026,55916,104590,178564,175393,115922,117094,94277,77801,75973,140710,82745,80133
Papua New Guinea,75,46361062,39646489,39293163,266145,34373,51825,30910,55195,37306,54288,47711,68664,47322,66694,51502,71332,53146,98995,165969,158796,109254,112610,89729,74002,72016,133711,77989,74666
Paraguay,0,39928620,39928620,39928620,642419,168667,214823,284783,263719,279648,155395,445547,387110,361948,447182,463351,521546,329359,360674,293035,349028,399052,275693,330930,271344,308052,253005,212289,307777
Paraguay,10,39928620,26890636,22350162,642419,158290,204286,275181,253672,269517,151061,433426,380455,356629,444621,460467,515738,323048,351103,284577,329196,373421,264839,318065,252146,286132,227856,192435,278894
Paraguay,15,39928620,26425374,22253274,642419,156729,202462,273626,252255,267970,150470,432024,379637,355999,444258,460055,514898,322474,350305,283858,327778,371201,263970,317164,250705,284502,226054,191260,276923
Paraguay,20,39928620,25749114,21741828,642419,154834,200689,271825,250689,266637,149839,430325,378556,355245,443776,459307,513849,321489,349122,282763,325628,367824,262620,315913,248503,282198,223442,189324,273632
Paraguay,25,39928620,24985247,21172424,642419,153703,199583,270618,249795,265704,149421,429096,377833,354669,443351,458583,512607,320196,347742,281306,323008,364161,260944,314619,246001,279666,220539,187145,269951
Paraguay,30,39928620,24273209,20431738,642419,150235,195118,267306,247336,262612,148256,426191,376297,353171,442279,457175,510214,318514,345738,279305,319793,360075,258770,312986,243326,276717,217143,184551,265819
Paraguay,50,39928620,13982467,13371141,642419,106607,142231,208196,192190,162691,94730,257234,238661,218719,293719,274272,292269,159240,147420,120085,159507,204175,111745,228071,143056,167337,124690,102365,157044
Paraguay,75,39928620,7538799,7258212,642419,62485,89429,121802,125609,91052,48065,126449,93716,84014,128615,136337,166383,105883,85216,61939,89535,133996,54894,162483,98926,110030,73545,53412,101522
Peru,0,129246451,129246451,129246451,429704,86787,81133,74518,101964,163892,89472,116309,127283,178831,143027,126174,278328,214792,211580,170697,238054,315646,217664,237762,286596,233074,245637,243348,279591
Peru,10,129246451,79057212,79880369,429704,86205,80664,74049,101512,163271,89070,115875,126826,178157,142479,125453,276030,210429,206531,167141,232257,305446,212638,232104,279890,226340,237565,229650,270202
Peru,15,129246451,78697044,79598862,429704,86160,80618,74009,101463,163211,89028,115840,126788,178103,142436,125410,275875,210109,206199,166948,231916,304808,212372,231842,279529,225977,237163,229074,269707
Peru,20,129246451,78430033,79508598,429704,86095,80558,73954,101401,163129,88981,115793,126734,178035,142383,125353,275698,209801,205896,166772,231574,304224,212118,231603,279200,225668,236774,228545,269250
Peru,25,129246451,78228648,79270623,429704,86063,80508,73917,101358,163076,88948,115761,126700,177982,142348,125313,275582,209546,205684,166631,231310,303799,211916,231426,278953,225440,236484,228149,268929
Peru,30,129246451,78063555,78757035,429704,86008,80457,73869,101310,162995,88903,115717,126648,177910,142294,125253,275417,209322,205417,166450,230953,303216,211644,231174,278604,225106,236061,227601,268477
Peru,50,129246451,76808371,76989581,429704,85311,79691,73212,100614,161923,88271,115069,125979,176950,141499,124535,273494,207095,203160,164764,228039,298268,209487,229190,275904,222601,232974,223928,265088
Peru,75,129246451,74452238,75111251,429704,83764,78014,71699,98848,158609,86552,113408,124310,174451,139547,122703,268335,201783,196885,159684,219540,283272,203002,223002,267637,215055,224526,214659,255863
Philippines,0,29585614,29585614,29585614,172159,35777,33031,35776,49175,50604,58226,67527,39096,61960,104213,33705,65239,70226,122712,76270,151317,134154,83504,73796,74232,57361,96164,52827,80037
Philippines,10,29585614,19798471,19612063,172159,35389,32559,35376,48798,50089,57708,66866,38844,61285,103257,33395,60166,60410,106095,68442,134687,119167,73668,66512,66282,50882,87216,44854,62843
Philippines,15,29585614,19384294,19074912,172159,35323,32476,35298,48723,49983,57615,66735,38796,61159,103053,33349,59975,59936,104988,67701,133006,117669,72688,65758,65514,50283,86395,44181,61678
Philippines,20,29585614,19165072,18950768,172159,35267,32410,35241,48669,49901,57548,66640,38763,61061,102904,33319,59848,59667,104374,67312,132152,116916,72191,65376,65104,49968,85963,43838,61077
Philippines,25,29585614,18993879,18702590,172159,35218,32368,35198,48633,49858,57507,66585,38741,61001,102808,33299,59768,59510,104046,67120,131750,116528,71944,65194,64912,49799,85749,43648,60755
Philippines,30,29585614,18599368,18391718,172159,35166,32309,35155,48579,49782,57428,66497,38703,60889,102649,33253,59587,58872,102456,65897,129109,114279,70533,64037,63727,48883,84543,42736,59209
Philippines,50,29585614,17415115,16824017,172159,34460,31673,34667,48051,49096,56801,65674,38381,60007,101155,32957,58577,57407,99174,63877,124480,110283,67903,61907,61501,47161,82179,40775,55799
Philippines,75,29585614,14110071,13879722,172159,31163,28598,31968,44807,45056,52711,60553,35957,54520,92176,30913,53455,49895,82102,51581,98200,87867,54108,49864,49365,38042,70424,31983,42486
Poland,0,31239932,31239932,31239932,892070,19387,31567,33834,42596,83452,38269,58081,48703,47671,72904,57550,56261,37287,60034,45841,92440,102893,102333,81382,80489,82583,79092,85101,77876
Poland,10,31239932,11162840,11482298,892070,19219,31319,33585,42246,82871,37938,57622,48227,47210,72266,57009,55337,35476,57162,43352,87849,97763,98170,77664,76074,78569,73419,77381,72659
Poland,15,31239932,10888050,11051177,892070,19145,31194,33442,42037,82600,37786,57438,48060,47034,71999,56810,55147,35332,56887,43144,87400,97249,97715,77351,75695,78233,73019,76952,72305
Poland,20,31239932,10759021,10988434,892070,19102,31116,33346,41927,82458,37719,57362,47989,46970,71898,56725,55049,35247,56734,43032,87166,96976,97474,77186,75500,78055,72794,76720,72112
Poland,25,31239932,10628741,10822443,892070,19085,31091,33315,41902,82414,37698,57333,47963,46947,71866,56683,54971,35150,56554,42929,86912,96718,97245,77021,75297,77883,72582,76500,71927
Poland,30,31239932,10439497,10635345,892070,19067,31070,33293,41874,82378,37681,57310,47941,46925,71835,56650,54896,35015,56279,42743,86511,96251,96846,76721,74959,77568,72193,76138,71612
Poland,50,31239932,9529738,9155431,892070,18439,29918,31996,40103,79894,36393,55772,46606,45692,70206,55557,53667,33607,53732,40942,82797,91952,92433,73908,71885,74657,68752,72938,68916
Poland,75,31239932,6471970,4727719,892070,15943,25259,26514,33089,66766,30324,47271,39396,39327,61356,48999,46240,22538,36053,27747,57704,63568,60402,53094,50870,52985,48117,51127,49516
Portugal,0,8955525,8955525,8955525,168608,27345,38629,29866,62654,43425,47446,41047,38324,44424,52889,30918,72448,78878,92689,74721,147356,278271,154496,70223,108743,73812,93203,75293,85503
Portugal,10,8955525,3006367,2710536,168608,26053,36910,28353,58967,41077,44928,38364,35661,41924,50468,27959,62581,59953,69631,54116,111150,210582,113983,45822,74141,45625,58520,44943,53546
Portugal,15,8955525,2755912,2455718,168608,25198,35873,27534,56936,39977,43596,37222,34494,40789,49348,27430,61298,57911,67106,51788,106305,198889,108981,43103,70232,42942,54775,42295,50412
Portugal,20,8955525,2601294,2419348,168608,24821,35423,27220,56198,39463,43091,36771,34026,40328,48869,27103,60202,55627,64644,49779,102282,190096,105181,40849,67328,40912,52025,40236,47767
Portugal,25,8955525,2462952,2298418,168608,24703,35261,27091,55945,39285,42931,36589,33876,40152,48701,26921,59359,53928,62725,48137,99046,183641,101809,39076,65013,39317,49760,38556,45866
Portugal,30,8955525,2302483,2171271,168608,24404,34902,26839,55315,38934,42567,36322,33615,39860,48401,26674,58236,51884,60259,46096,94646,173894,97438,36887,62043,37224,46876,36388,43381
Portugal,50,8955525,1589979,1449271,168608,19273,27988,21533,43191,32228,35556,30814,28698,34318,42204,23446,47689,37432,44275,33312,67619,120212,72894,24916,44408,25733,30841,25078,29991
Portugal,75,8955525,914496,808463,168608,11761,17786,14082,26849,21408,23620,20101,19286,23219,29226,17125,32598,20658,25253,18447,38074,67358,44551,13240,24897,14155,16415,13685,16744
Republic of the Congo,0,34173270,34173270,34173270,113140,27840,25101,19166,14411,19498,23010,30823,18600,20919,48115,30421,34873,60636,77517,50492,116285,66252,63674,74755,65939,59916,60567,70119,118430
Republic of the Congo,10,34173270,33522890,33255844,113140,27836,25093,19160,14407,19489,23000,30804,18591,20897,48085,30408,34847,60482,77451,50434,116255,66216,63644,74731,65912,59867,60537,70070,118275
Republic of the Congo,15,34173270,32484500,32031250,113140,27795,25040,19084,14344,19423,22907,30697,18471,20680,47601,30233,34636,59987,77234,50284,116209,66144,63590,74690,65866,59784,60482,70003,118095
Republic of the Congo,20,34173270,29291530,29016078,113140,27490,24747,18802,14105,19141,22524,30246,17940,19787,45963,29325,33413,57668,75430,49294,115617,65332,63233,74404,65406,59316,60142,69115,116641
Republic of the Congo,25,34173270,28573578,28389328,113140,27408,24667,18738,14052,19085,22446,30139,17820,19609,45652,29130,33131,57016,74900,48980,115350,65059,63133,74298,65248,59125,60028,68816,116234
Republic of the Congo,30,34173270,26388421,26636766,113140,27031,24311,18514,13832,18854,22154,29764,17375,19074,44665,28375,32144,54642,72891,47823,114303,63875,62698,73757,64540,58193,59425,67416,114667
Republic of the Congo,50,34173270,23943344,23682029,113140,25332,22773,17614,12606,17814,21037,27851,15343,16862,41107,25801,29290,48895,65406,41829,105851,57206,57806,66478,58239,47793,53769,57367,106352
Republic of the Congo,75,34173270,21417585,20219861,113140,17872,16386,13635,7430,12412,15744,18031,9291,10764,28148,18218,20655,30848,42364,24003,75463,34808,33916,42083,35247,24182,34102,30494,67868
Romania,0,23833778,23833778,23833778,223889,17611,16477,9520,19051,19569,13220,38401,17730,16320,17898,17155,31335,13705,20322,11374,24027,20052,19489,12835,28331,15488,17561,26759,21392
Romania,10,23833778,8499165,8183232,223889,17563,16397,9458,18915,19465,13111,38202,17588,16221,17816,17013,30885,13142,19700,11001,23224,19384,19095,12367,27608,14854,16724,25653,20423
Romania,15,23833778,8307311,7941059,223889,17555,16381,9446,18895,19445,13094,38157,17566,16205,17802,16982,30797,13080,19635,10971,23170,19324,19058,12341,27566,14811,16668,25574,20345
Romania,20,23833778,8201223,7886465,223889,17549,16375,9441,18882,19436,13084,38133,17554,16196,17796,16965,30764,13051,19598,10955,23139,19289,19036,12321,27534,14778,16628,25514,20289
Romania,25,23833778,8096149,7769231,223889,17542,16365,9432,18868,19425,13074,38108,17545,16184,17787,16945,30716,13017,19560,10939,23105,19255,19013,12299,27501,14754,16588,25467,20241
Romania,30,23833778,7915160,7652859,223889,17535,16356,9427,18859,19418,13066,38082,17537,16177,17781,16928,30649,12945,19480,10906,23045,19188,18974,12266,27445,14699,16515,25381,20154
